ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-03-27,2.234466914647414,0.5306836977928459,4.037884572259451,2.234466914647414,2.234466914647414,-0.04088552870077731,-0.04088552870077731,-0.04088552870077731,-0.04088552870077731,-0.04088552870077731,-0.04088552870077731,0.0,0.0,0.0,2.193581385946637
2024-03-28,2.2345573905723666,0.34718577107987264,3.866926311865836,2.2345573905723666,2.2345573905723666,-0.12716922599995562,-0.12716922599995562,-0.12716922599995562,-0.12716922599995562,-0.12716922599995562,-0.12716922599995562,0.0,0.0,0.0,2.107388164572411
2024-03-29,2.2346478664973195,0.3996466565980672,4.000311222533249,2.2346478664973195,2.2346478664973195,-0.011887666193980854,-0.011887666193980854,-0.011887666193980854,-0.011887666193980854,-0.011887666193980854,-0.011887666193980854,0.0,0.0,0.0,2.2227602003033384
2024-03-30,2.234738342422272,0.4394832579187967,3.9680096520801964,2.234738342422272,2.234738342422272,0.04356868900335062,0.04356868900335062,0.04356868900335062,0.04356868900335062,0.04356868900335062,0.04356868900335062,0.0,0.0,0.0,2.2783070314256224
2024-03-31,2.234828818347225,0.6552051292640522,4.078520998626139,2.2348278042122063,2.234829716926938,0.015993799135382084,0.015993799135382084,0.015993799135382084,0.015993799135382084,0.015993799135382084,0.015993799135382084,0.0,0.0,0.0,2.250822617482607
2024-04-01,2.234919294272178,0.5197337949706681,3.9530353814606203,2.23491695219413,2.2349220108292016,0.0647432543292105,0.0647432543292105,0.0647432543292105,0.0647432543292105,0.0647432543292105,0.0647432543292105,0.0,0.0,0.0,2.2996625486013884
2024-04-02,2.2350097701971308,0.3880715356737831,4.046921979541715,2.2350060546960804,2.235014053549436,0.05563667842668625,0.05563667842668625,0.05563667842668625,0.05563667842668625,0.05563667842668625,0.05563667842668625,0.0,0.0,0.0,2.290646448623817
2024-04-03,2.2351002461220832,0.525026581263919,4.002880685447171,2.235094497071315,2.235107394862424,-0.04088552870030701,-0.04088552870030701,-0.04088552870030701,-0.04088552870030701,-0.04088552870030701,-0.04088552870030701,0.0,0.0,0.0,2.1942147174217763
2024-04-04,2.235190722047036,0.22006855192428168,3.8917084210038406,2.235182793752051,2.235200248868034,-0.1271692259999715,-0.1271692259999715,-0.1271692259999715,-0.1271692259999715,-0.1271692259999715,-0.1271692259999715,0.0,0.0,0.0,2.1080214960470647
2024-04-05,2.2352811979719887,0.4572390910787979,4.0473627156550025,2.2352706847342723,2.2352925583828482,-0.01188766619391184,-0.01188766619391184,-0.01188766619391184,-0.01188766619391184,-0.01188766619391184,-0.01188766619391184,0.0,0.0,0.0,2.223393531778077
2024-04-06,2.2353716738969416,0.43057534877027825,4.140330035658578,2.2353576127418613,2.235385918586613,0.043568689003277906,0.043568689003277906,0.043568689003277906,0.043568689003277906,0.043568689003277906,0.043568689003277906,0.0,0.0,0.0,2.2789403629002196
2024-04-07,2.2354621498218945,0.4732074955766452,3.999601216694602,2.2354449295020387,2.2354793746234223,0.015993799135356795,0.015993799135356795,0.015993799135356795,0.015993799135356795,0.015993799135356795,0.015993799135356795,0.0,0.0,0.0,2.2514559489572514
2024-04-08,2.2355526257468474,0.6042463807774716,4.259923248193465,2.235532291262419,2.235574013434323,0.06474325432932825,0.06474325432932825,0.06474325432932825,0.06474325432932825,0.06474325432932825,0.06474325432932825,0.0,0.0,0.0,2.3002958800761757
2024-04-09,2.2356431016718,0.6235478485209132,4.142147722428547,2.235619001309242,2.235669812213363,0.05563667842663502,0.05563667842663502,0.05563667842663502,0.05563667842663502,0.05563667842663502,0.05563667842663502,0.0,0.0,0.0,2.291279780098435
2024-04-10,2.235733577596753,0.39941136242403147,3.7845072371958994,2.2357070349260444,2.235762738460989,-0.04088552870042777,-0.04088552870042777,-0.04088552870042777,-0.04088552870042777,-0.04088552870042777,-0.04088552870042777,0.0,0.0,0.0,2.194848048896325
2024-04-11,2.2358240535217053,0.2615926363800042,3.960746427350622,2.2357935101874813,2.2358583760204116,-0.12716922599998734,-0.12716922599998734,-0.12716922599998734,-0.12716922599998734,-0.12716922599998734,-0.12716922599998734,0.0,0.0,0.0,2.108654827521718
2024-04-12,2.2359145294466582,0.3326943603356159,4.021651445604762,2.2358795843772548,2.235953320800747,-0.011887666193842822,-0.011887666193842822,-0.011887666193842822,-0.011887666193842822,-0.011887666193842822,-0.011887666193842822,0.0,0.0,0.0,2.2240268632528153
2024-04-13,2.236005005371611,0.49264625225576975,4.20198200114259,2.235965677107495,2.2360478428924835,0.043568689003296315,0.043568689003296315,0.043568689003296315,0.043568689003296315,0.043568689003296315,0.043568689003296315,0.0,0.0,0.0,2.2795736943749074
2024-04-14,2.236095481296564,0.4947034646908968,3.9234241170826682,2.2360513191943894,2.236143354196085,0.01599379913544941,0.01599379913544941,0.01599379913544941,0.01599379913544941,0.01599379913544941,0.01599379913544941,0.0,0.0,0.0,2.2520892804320134
2024-04-15,2.2361859572215166,0.5176699382837645,4.1144497661574455,2.236136843486647,2.2362377717017843,0.06474325432932473,0.06474325432932473,0.06474325432932473,0.06474325432932473,0.06474325432932473,0.06474325432932473,0.0,0.0,0.0,2.3009292115508413
2024-04-16,2.2362764331464695,0.42648399574080903,4.138818277998795,2.2362218683262896,2.2363323521854146,0.055636678426583805,0.055636678426583805,0.055636678426583805,0.055636678426583805,0.055636678426583805,0.055636678426583805,0.0,0.0,0.0,2.291913111573053
2024-04-17,2.236366909071422,0.5431947674489722,3.919373871853063,2.236306600777373,2.236428561067491,-0.040885528700517426,-0.040885528700517426,-0.040885528700517426,-0.040885528700517426,-0.040885528700517426,-0.040885528700517426,0.0,0.0,0.0,2.1954813803709046
2024-04-18,2.236457384996375,0.2573869546068242,4.0220063790247105,2.2363884248726373,2.2365226145974697,-0.12716922599995018,-0.12716922599995018,-0.12716922599995018,-0.12716922599995018,-0.12716922599995018,-0.12716922599995018,0.0,0.0,0.0,2.1092881589964247
2024-04-19,2.236547860921328,0.45449051493287546,4.015141833305674,2.2364729991502554,2.2366180100118442,-0.011887666194254218,-0.011887666194254218,-0.011887666194254218,-0.011887666194254218,-0.011887666194254218,-0.011887666194254218,0.0,0.0,0.0,2.2246601947270737
2024-04-20,2.2366383368462808,0.44807120921019616,4.062464878883662,2.236558443068665,2.236712551387611,0.043568689003314745,0.043568689003314745,0.043568689003314745,0.043568689003314745,0.043568689003314745,0.043568689003314745,0.0,0.0,0.0,2.2802070258495957
2024-04-21,2.2367288127712333,0.4578281233854799,4.041599790834224,2.2366445687065473,2.2368100871668495,0.015993799135339895,0.015993799135339895,0.015993799135339895,0.015993799135339895,0.015993799135339895,0.015993799135339895,0.0,0.0,0.0,2.2527226119065733
2024-04-22,2.236819288696186,0.5071108715669411,4.102364922261288,2.2367287785960137,2.236905587860812,0.06474325432932122,0.06474325432932122,0.06474325432932122,0.06474325432932122,0.06474325432932122,0.06474325432932122,0.0,0.0,0.0,2.3015625430255073
2024-04-23,2.2369097646211387,0.535137700717249,4.106184868350068,2.2368145596015063,2.2370014934080027,0.05563667842655759,0.05563667842655759,0.05563667842655759,0.05563667842655759,0.05563667842655759,0.05563667842655759,0.0,0.0,0.0,2.292546443047696
2024-04-24,2.2370002405460916,0.4899707674256619,3.9495260477831144,2.236896141902969,2.237096234101583,-0.04088552870062265,-0.04088552870062265,-0.04088552870062265,-0.04088552870062265,-0.04088552870062265,-0.04088552870062265,0.0,0.0,0.0,2.196114711845469
2024-04-25,2.2370907164710445,0.3927677649555762,4.046858116065533,2.236978519033685,2.2371916945665746,-0.12716922600010427,-0.12716922600010427,-0.12716922600010427,-0.12716922600010427,-0.12716922600010427,-0.12716922600010427,0.0,0.0,0.0,2.1099214904709402
