ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-03-27,356.88973399113615,-100.68520694330671,823.6317337225414,356.88973399113615,356.88973399113615,4.976978400437668,4.976978400437668,4.976978400437668,4.976978400437668,4.976978400437668,4.976978400437668,0.0,0.0,0.0,361.8667123915738
2024-03-28,356.873351429978,-119.1305559898988,820.3209914752283,356.873351429978,356.873351429978,0.5784421849630343,0.5784421849630343,0.5784421849630343,0.5784421849630343,0.5784421849630343,0.5784421849630343,0.0,0.0,0.0,357.45179361494104
2024-03-29,356.8569688688199,-110.60717199786671,815.1129416060603,356.8569688688199,356.8569688688199,-3.6477844280353686,-3.6477844280353686,-3.6477844280353686,-3.6477844280353686,-3.6477844280353686,-3.6477844280353686,0.0,0.0,0.0,353.2091844407845
2024-03-30,356.84058630766174,-136.43867289323128,800.023845476102,356.84058630766174,356.84058630766174,-16.626008218501518,-16.626008218501518,-16.626008218501518,-16.626008218501518,-16.626008218501518,-16.626008218501518,0.0,0.0,0.0,340.2145780891602
2024-03-31,356.82420374650366,-112.63736927229702,831.8253612660948,356.82318566081636,356.8253469551232,-2.1389711467970423,-2.1389711467970423,-2.1389711467970423,-2.1389711467970423,-2.1389711467970423,-2.1389711467970423,0.0,0.0,0.0,354.68523259970664
2024-04-01,356.8078211853455,-137.4874734189938,842.8164259579685,356.8056637527946,356.810297922627,16.019110920323378,16.019110920323378,16.019110920323378,16.019110920323378,16.019110920323378,16.019110920323378,0.0,0.0,0.0,372.8269321056689
2024-04-02,356.7914386241873,-102.38496808570359,782.7000474715617,356.78802648466956,356.79555607591357,0.8382322876967492,0.8382322876967492,0.8382322876967492,0.8382322876967492,0.8382322876967492,0.8382322876967492,0.0,0.0,0.0,357.6296709118841
2024-04-03,356.7750560630292,-161.4706129775232,886.4773504705918,356.7690608933073,356.78144139957897,4.976978400427971,4.976978400427971,4.976978400427971,4.976978400427971,4.976978400427971,4.976978400427971,0.0,0.0,0.0,361.75203446345716
2024-04-04,356.75867350187104,-101.390135270844,864.4949524191526,356.75091871522534,356.7673174952566,0.5784421849495972,0.5784421849495972,0.5784421849495972,0.5784421849495972,0.5784421849495972,0.5784421849495972,0.0,0.0,0.0,357.33711568682065
2024-04-05,356.74229094071296,-116.64287577573432,801.6354505051386,356.73204709883987,356.75314770147594,-3.647784428053724,-3.647784428053724,-3.647784428053724,-3.647784428053724,-3.647784428053724,-3.647784428053724,0.0,0.0,0.0,353.0945065126592
2024-04-06,356.7259083795548,-179.79921785518835,808.3334199517177,356.7133916700708,356.73910628175656,-16.626008218524355,-16.626008218524355,-16.626008218524355,-16.626008218524355,-16.626008218524355,-16.626008218524355,0.0,0.0,0.0,340.09990016103046
2024-04-07,356.7095258183967,-128.4786338235244,825.3204139026618,356.69430225464026,356.72610521611534,-2.1389711467881307,-2.1389711467881307,-2.1389711467881307,-2.1389711467881307,-2.1389711467881307,-2.1389711467881307,0.0,0.0,0.0,354.57055467160853
2024-04-08,356.69314325723855,-114.44404729512087,821.4787920860217,356.6753360821299,356.71343177208587,16.019110920353743,16.019110920353743,16.019110920353743,16.019110920353743,16.019110920353743,16.019110920353743,0.0,0.0,0.0,372.7122541775923
2024-04-09,356.6767606960804,-133.5002738208606,843.665473535761,356.65512902252044,356.7007480813718,0.8382322876856294,0.8382322876856294,0.8382322876856294,0.8382322876856294,0.8382322876856294,0.8382322876856294,0.0,0.0,0.0,357.51499298376604
2024-04-10,356.66037813492227,-84.06094901842688,865.2870851032101,356.6361712715877,356.6880373560661,4.97697840042762,4.97697840042762,4.97697840042762,4.97697840042762,4.97697840042762,4.97697840042762,0.0,0.0,0.0,361.6373565353499
2024-04-11,356.6439955737642,-69.73326606086965,835.5064370290952,356.616946710673,356.67518195427454,0.5784421849361601,0.5784421849361601,0.5784421849361601,0.5784421849361601,0.5784421849361601,0.5784421849361601,0.0,0.0,0.0,357.2224377587003
2024-04-12,356.62761301260605,-124.73467976215446,810.4473654799706,356.5968697303727,356.6617295540298,-3.647784428072077,-3.647784428072077,-3.647784428072077,-3.647784428072077,-3.647784428072077,-3.647784428072077,0.0,0.0,0.0,352.97982858453395
2024-04-13,356.6112304514479,-178.36901510635948,797.389561905338,356.57650371383056,356.6490809936042,-16.626008218515068,-16.626008218515068,-16.626008218515068,-16.626008218515068,-16.626008218515068,-16.626008218515068,0.0,0.0,0.0,339.98522223293287
2024-04-14,356.59484789028977,-132.5719626214315,796.8006009096222,356.5557919951701,356.6365374751787,-2.1389711468361776,-2.1389711468361776,-2.1389711468361776,-2.1389711468361776,-2.1389711468361776,-2.1389711468361776,0.0,0.0,0.0,354.4558767434536
2024-04-15,356.57846532913163,-83.04604249113322,851.1814865031903,356.534908520089,356.62527999362027,16.01911092033638,16.01911092033638,16.01911092033638,16.01911092033638,16.01911092033638,16.01911092033638,0.0,0.0,0.0,372.59757624946803
2024-04-16,356.56208276797355,-82.36298897532471,843.7082174938934,356.5130147049611,356.614087711822,0.8382322876745076,0.8382322876745076,0.8382322876745076,0.8382322876745076,0.8382322876745076,0.8382322876745076,0.0,0.0,0.0,357.40031505564804
