ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-03-27,14.597007677042065,4.791894207902973,24.80612681050889,14.597007677042065,14.597007677042065,0.37477975115211876,0.37477975115211876,0.37477975115211876,0.37477975115211876,0.37477975115211876,0.37477975115211876,0.0,0.0,0.0,14.971787428194183
2024-03-28,14.59764034071402,4.165636189878499,24.70220291841213,14.59764034071402,14.59764034071402,-0.04770319670875485,-0.04770319670875485,-0.04770319670875485,-0.04770319670875485,-0.04770319670875485,-0.04770319670875485,0.0,0.0,0.0,14.549937144005266
2024-03-29,14.598273004385977,3.9970165543826623,24.215562504342135,14.598273004385977,14.598273004385977,-0.3067743840433058,-0.3067743840433058,-0.3067743840433058,-0.3067743840433058,-0.3067743840433058,-0.3067743840433058,0.0,0.0,0.0,14.29149862034267
2024-03-30,14.598905668057931,3.3244371034217823,24.373585203682307,14.598904843778154,14.598905668057931,0.0321606104597234,0.0321606104597234,0.0321606104597234,0.0321606104597234,0.0321606104597234,0.0321606104597234,0.0,0.0,0.0,14.631066278517654
2024-03-31,14.599538331729887,3.572327775253506,24.40331617816764,14.59952424698129,14.599545349668338,-0.25296666611691715,-0.25296666611691715,-0.25296666611691715,-0.25296666611691715,-0.25296666611691715,-0.25296666611691715,0.0,0.0,0.0,14.34657166561297
2024-04-01,14.600170995401841,4.0613579304565635,24.538881854574417,14.600130093456064,14.600190969064323,-0.009871349823214692,-0.009871349823214692,-0.009871349823214692,-0.009871349823214692,-0.009871349823214692,-0.009871349823214692,0.0,0.0,0.0,14.590299645578627
2024-04-02,14.600803659073797,5.336131991587961,26.043446397089745,14.600737213015275,14.600844233994003,0.21037523508069075,0.21037523508069075,0.21037523508069075,0.21037523508069075,0.21037523508069075,0.21037523508069075,0.0,0.0,0.0,14.811178894154487
2024-04-03,14.601436322745752,4.360953099897221,24.221857542606095,14.60133276272933,14.601505832910656,0.3747797511536587,0.3747797511536587,0.3747797511536587,0.3747797511536587,0.3747797511536587,0.3747797511536587,0.0,0.0,0.0,14.97621607389941
2024-04-04,14.602068986417708,4.421243874269547,25.11958255269679,14.601918883473648,14.602162492499728,-0.0477031967096896,-0.0477031967096896,-0.0477031967096896,-0.0477031967096896,-0.0477031967096896,-0.0477031967096896,0.0,0.0,0.0,14.554365789708019
2024-04-05,14.602701650089662,4.167988929021933,25.537406548639506,14.602498419052782,14.602824327549923,-0.30677438404337737,-0.30677438404337737,-0.30677438404337737,-0.30677438404337737,-0.30677438404337737,-0.30677438404337737,0.0,0.0,0.0,14.295927266046284
2024-04-06,14.60333431376162,4.625757645886706,25.30669585341942,14.603077206271989,14.603486398287767,0.03216061045951962,0.03216061045951962,0.03216061045951962,0.03216061045951962,0.03216061045951962,0.03216061045951962,0.0,0.0,0.0,14.63549492422114
2024-04-07,14.603966977433576,4.296392717509612,25.29826472166518,14.603659766343783,14.604160067675702,-0.2529666661170134,-0.2529666661170134,-0.2529666661170134,-0.2529666661170134,-0.2529666661170134,-0.2529666661170134,0.0,0.0,0.0,14.351000311316563
2024-04-08,14.60459964110553,4.259290614586272,25.15785595304303,14.60424417123305,14.604822420057694,-0.009871349823498125,-0.009871349823498125,-0.009871349823498125,-0.009871349823498125,-0.009871349823498125,-0.009871349823498125,0.0,0.0,0.0,14.594728291282031
2024-04-09,14.605232304777486,4.443960811331302,25.262773782795097,14.604831388088447,14.60550417151999,0.21037523508111886,0.21037523508111886,0.21037523508111886,0.21037523508111886,0.21037523508111886,0.21037523508111886,0.0,0.0,0.0,14.815607539858604
2024-04-10,14.60586496844944,5.164992606286149,26.006816813295064,14.60540511064354,14.606183963525948,0.3747797511524428,0.3747797511524428,0.3747797511524428,0.3747797511524428,0.3747797511524428,0.3747797511524428,0.0,0.0,0.0,14.980644719601884
2024-04-11,14.606497632121396,3.855002525476401,24.76300331011184,14.60598903254528,14.60685686057748,-0.04770319671062438,-0.04770319671062438,-0.04770319671062438,-0.04770319671062438,-0.04770319671062438,-0.04770319671062438,0.0,0.0,0.0,14.558794435410771
2024-04-12,14.60713029579335,3.5328376312157177,24.151280134480356,14.60655111441201,14.607532583515445,-0.306774384043449,-0.306774384043449,-0.306774384043449,-0.306774384043449,-0.306774384043449,-0.306774384043449,0.0,0.0,0.0,14.300355911749902
2024-04-13,14.607762959465306,4.567266009955572,24.481505997614867,14.607134234685905,14.608235120748557,0.03216061045966199,0.03216061045966199,0.03216061045966199,0.03216061045966199,0.03216061045966199,0.03216061045966199,0.0,0.0,0.0,14.639923569924969
2024-04-14,14.60839562313726,4.388985143129388,24.71403971252562,14.607713767109404,14.608906044687256,-0.2529666661165739,-0.2529666661165739,-0.2529666661165739,-0.2529666661165739,-0.2529666661165739,-0.2529666661165739,0.0,0.0,0.0,14.355428957020687
2024-04-15,14.609028286809217,4.717763043846774,24.78626470486784,14.608276767428356,14.609584745461374,-0.009871349823009344,-0.009871349823009344,-0.009871349823009344,-0.009871349823009344,-0.009871349823009344,-0.009871349823009344,0.0,0.0,0.0,14.599156936986207
2024-04-16,14.609660950481171,4.656457345337048,24.62825528992115,14.608841754741304,14.610278887085892,0.21037523508154693,0.21037523508154693,0.21037523508154693,0.21037523508154693,0.21037523508154693,0.21037523508154693,0.0,0.0,0.0,14.820036185562717
2024-04-17,14.610293614153129,4.141429251913486,25.310498345403882,14.609423606392719,14.610970365027539,0.3747797511528822,0.3747797511528822,0.3747797511528822,0.3747797511528822,0.3747797511528822,0.3747797511528822,0.0,0.0,0.0,14.985073365306011
2024-04-18,14.610926277825085,4.007277088986398,25.295264797164982,14.610005997352538,14.611676037565402,-0.047703196710741365,-0.047703196710741365,-0.047703196710741365,-0.047703196710741365,-0.047703196710741365,-0.047703196710741365,0.0,0.0,0.0,14.563223081114343
2024-04-19,14.611558941497039,4.372586945584992,25.481567491330985,14.610554935342757,14.61236939549417,-0.3067743840439361,-0.3067743840439361,-0.3067743840439361,-0.3067743840439361,-0.3067743840439361,-0.3067743840439361,0.0,0.0,0.0,14.304784557453104
2024-04-20,14.612191605168995,4.683585794059536,25.64724980390506,14.611110728541291,14.613046062056704,0.03216061045980433,0.03216061045980433,0.03216061045980433,0.03216061045980433,0.03216061045980433,0.03216061045980433,0.0,0.0,0.0,14.6443522156288
2024-04-21,14.61282426884095,4.06138316741421,25.49594677716655,14.61170814174487,14.61375097264796,-0.252966666116648,-0.252966666116648,-0.252966666116648,-0.252966666116648,-0.252966666116648,-0.252966666116648,0.0,0.0,0.0,14.3598576027243
2024-04-22,14.613456932512905,4.7657421803389814,25.7629703599911,14.612262715910845,14.614472967923561,-0.009871349822520532,-0.009871349822520532,-0.009871349822520532,-0.009871349822520532,-0.009871349822520532,-0.009871349822520532,0.0,0.0,0.0,14.603585582690386
2024-04-23,14.61408959618486,4.210521164370745,25.433198960273476,14.612826680491892,14.615209231787317,0.21037523508130138,0.21037523508130138,0.21037523508130138,0.21037523508130138,0.21037523508130138,0.21037523508130138,0.0,0.0,0.0,14.82446483126616
2024-04-24,14.614722259856816,4.881616683098745,25.377832908459563,14.613363816028924,14.615919760914874,0.37477975115249396,0.37477975115249396,0.37477975115249396,0.37477975115249396,0.37477975115249396,0.37477975115249396,0.0,0.0,0.0,14.989502011009309
2024-04-25,14.615354923528772,4.037288262966549,24.76676489207878,14.61391229560468,14.616632565576674,-0.04770319671000657,-0.04770319671000657,-0.04770319671000657,-0.04770319671000657,-0.04770319671000657,-0.04770319671000657,0.0,0.0,0.0,14.567651726818765
