ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-03-27,8.9244155562302,5.032499728236152,12.262516428813015,8.9244155562302,8.9244155562302,-0.15666493807268414,-0.15666493807268414,-0.15666493807268414,-0.15666493807268414,-0.15666493807268414,-0.15666493807268414,0.0,0.0,0.0,8.767750618157516
2024-03-28,8.924320779489742,5.477362101972,12.416676305231206,8.924320779489742,8.924320779489742,0.13808727519934857,0.13808727519934857,0.13808727519934857,0.13808727519934857,0.13808727519934857,0.13808727519934857,0.0,0.0,0.0,9.06240805468909
2024-03-29,8.924226002749284,5.846038304960868,12.310316163122456,8.924226002749284,8.924226010992298,0.15354669387713588,0.15354669387713588,0.15354669387713588,0.15354669387713588,0.15354669387713588,0.15354669387713588,0.0,0.0,0.0,9.07777269662642
2024-03-30,8.924131226008825,5.519217366038075,12.10126478583488,8.924131209011286,8.924131277851806,-0.18496016720206304,-0.18496016720206304,-0.18496016720206304,-0.18496016720206304,-0.18496016720206304,-0.18496016720206304,0.0,0.0,0.0,8.739171058806763
2024-03-31,8.924036449268367,5.740526789940073,12.368193257560042,8.924036395544952,8.92403653847292,0.06768586552890496,0.06768586552890496,0.06768586552890496,0.06768586552890496,0.06768586552890496,0.06768586552890496,0.0,0.0,0.0,8.991722314797272
2024-04-01,8.92394167252791,5.414780199088921,12.247628859112206,8.923941585199044,8.923941821282245,0.07151135072442005,0.07151135072442005,0.07151135072442005,0.07151135072442005,0.07151135072442005,0.07151135072442005,0.0,0.0,0.0,8.99545302325233
2024-04-02,8.923846895787452,5.281597512396952,12.150677577388782,8.923846749816112,8.923847151206006,-0.08920608005460205,-0.08920608005460205,-0.08920608005460205,-0.08920608005460205,-0.08920608005460205,-0.08920608005460205,0.0,0.0,0.0,8.83464081573285
2024-04-03,8.923752119046995,5.134410716595951,12.174452276965228,8.923751900795368,8.923752469673445,-0.15666493807380277,-0.15666493807380277,-0.15666493807380277,-0.15666493807380277,-0.15666493807380277,-0.15666493807380277,0.0,0.0,0.0,8.767087180973192
2024-04-04,8.923657342306536,5.6655394299928075,12.738026775718922,8.923657055842973,8.9236577802964,0.1380872751998377,0.1380872751998377,0.1380872751998377,0.1380872751998377,0.1380872751998377,0.1380872751998377,0.0,0.0,0.0,9.061744617506374
2024-04-05,8.923562565566078,5.5870656893100685,12.574357571775009,8.923562181656768,8.92356309881561,0.15354669387701475,0.15354669387701475,0.15354669387701475,0.15354669387701475,0.15354669387701475,0.15354669387701475,0.0,0.0,0.0,9.077109259443093
2024-04-06,8.92346778882562,5.3998100993016065,12.168205967486134,8.92346732069562,8.923468455663308,-0.1849601672019937,-0.1849601672019937,-0.1849601672019937,-0.1849601672019937,-0.1849601672019937,-0.1849601672019937,0.0,0.0,0.0,8.738507621623627
2024-04-07,8.923373012085163,5.547687048114692,12.319263943272391,8.923372443304467,8.923373790397084,0.06768586552908862,0.06768586552908862,0.06768586552908862,0.06768586552908862,0.06768586552908862,0.06768586552908862,0.0,0.0,0.0,8.991058877614252
